date,100topics_Trace_Normalized,LLM_Trace_Normalized,Entities_Entropy_Normalized,NEAT_Trace_Normalized
3/15/1996,0.014622839,0.002172087,0.040235984,0.000992229
3/16/1996,0.008399083,0.001540049,0.023371135,0.000848951
3/17/1996,0.008638495,0.001560749,0.026592532,0.000809505
3/18/1996,0.017723158,0.00285413,0.04566556,0.001402687
3/19/1996,0.013262112,0.002167824,0.036708499,0.001163964
3/20/1996,0.013147014,0.002297213,0.037342511,0.000975453
3/21/1996,0.015267204,0.00250119,0.041258935,0.001159143
3/22/1996,0.012238611,0.001956567,0.034293014,0.00079582
3/23/1996,0.00810135,0.001404158,0.023166318,0.000777299
3/24/1996,0.008093022,0.001398395,0.025781598,0.000722152
3/25/1996,0.015134276,0.002668434,0.040340317,0.001071928
3/26/1996,0.015478579,0.002539256,0.041462771,0.001349261
3/27/1996,0.013035533,0.002231,0.035641195,0.001122036
3/28/1996,0.011480833,0.00196219,0.032779233,0.001138949
3/29/1996,0.015174657,0.00263273,0.0397865,0.00115787
3/30/1996,0.00909729,0.001650456,0.027057809,0.000901854
3/31/1996,0.010869588,0.001825083,0.031744439,0.001045488
4/1/1996,0.023478806,0.00377609,0.055061157,0.001602343
4/2/1996,0.012593893,0.002071602,0.0336432,0.001100062
4/3/1996,0.013105965,0.002373411,0.03895338,0.001113652
4/4/1996,0.012002676,0.00208207,0.035136003,0.00101681
4/5/1996,0.012795794,0.002306344,0.037073423,0.001250996
4/6/1996,0.009593542,0.001694834,0.028002553,0.000951479
4/7/1996,0.010809794,0.001706002,0.032843565,0.000855915
4/8/1996,0.018358552,0.002944762,0.045227547,0.001397017
4/9/1996,0.014842316,0.002513198,0.039864253,0.001332498
4/10/1996,0.012987622,0.002166639,0.037289708,0.00099676
4/11/1996,0.014167378,0.002383433,0.038693834,0.001040479
4/12/1996,0.013548169,0.002312725,0.037661132,0.001076278
4/13/1996,0.009010972,0.001565704,0.026364219,0.000828257
4/14/1996,0.009794006,0.001649906,0.02969016,0.000891478
4/15/1996,0.015738007,0.002515371,0.040178008,0.001187343
4/16/1996,0.01531987,0.002281398,0.039742014,0.001022218
4/17/1996,0.012397779,0.002167904,0.036351686,0.001030754
4/18/1996,0.015005106,0.002438879,0.041301611,0.001079021
4/19/1996,0.014059615,0.002170077,0.037756849,0.000789339
4/20/1996,0.008176722,0.001536929,0.023178287,0.000827521
4/21/1996,0.009136579,0.001564483,0.029615247,0.000954516
4/22/1996,0.017676958,0.002908009,0.047294165,0.001234052
4/23/1996,0.013399065,0.00217184,0.036846625,0.001080414
4/24/1996,0.012155117,0.002058536,0.033895118,0.000867878
4/25/1996,0.014327381,0.002252987,0.039478618,0.001087001
4/26/1996,0.011116309,0.001809327,0.032261152,0.000812587
4/27/1996,0.007217266,0.001579401,0.022172428,0.000937455
4/28/1996,0.008599136,0.001455688,0.02755486,0.000923001
4/29/1996,0.015356777,0.002310047,0.040874597,0.001167798
4/30/1996,0.014423805,0.002318972,0.038675151,0.001198285
5/1/1996,0.015717715,0.00251485,0.041685425,0.001019756
5/2/1996,0.01310948,0.002277341,0.038107934,0.001176748
5/3/1996,0.011100741,0.002097043,0.035083535,0.000956959
5/4/1996,0.007078011,0.001373089,0.022199497,0.000770939
5/5/1996,0.007193879,0.001326075,0.024524786,0.0007249
5/6/1996,0.01470034,0.002621861,0.041121437,0.001268199
5/7/1996,0.013440737,0.002244357,0.037304335,0.001118747
5/8/1996,0.01396378,0.002272078,0.039361919,0.000962843
5/9/1996,0.013098673,0.002131636,0.034480395,0.00090383
5/10/1996,0.012657499,0.001979807,0.036233021,0.000890714
5/11/1996,0.008057976,0.001482696,0.025672774,0.000810539
5/12/1996,0.007292753,0.001412787,0.025941248,0.000841113
5/13/1996,0.017100885,0.002913259,0.045342033,0.001148875
5/14/1996,0.012439027,0.002043909,0.034921846,0.001182191
5/15/1996,0.01313782,0.002144586,0.037813121,0.000863189
5/16/1996,0.012767631,0.0021231,0.036697381,0.000994371
5/17/1996,0.013243969,0.002245719,0.03716619,0.001056964
5/18/1996,0.007419436,0.001429896,0.023027641,0.000733984
5/19/1996,0.007584604,0.00138997,0.025413719,0.000863357
5/20/1996,0.013995933,0.002328659,0.041217926,0.001110483
5/21/1996,0.014238657,0.002252876,0.032659784,0.001001113
5/22/1996,0.013830231,0.00234955,0.038366131,0.000926974
5/23/1996,0.012840189,0.002218726,0.036542771,0.001021164
5/24/1996,0.012070341,0.001909324,0.034150634,0.000701518
5/25/1996,0.007759729,0.001473818,0.024217751,0.000690017
5/26/1996,0.006967926,0.001225691,0.02334049,0.000797836
5/27/1996,0.010490733,0.001891731,0.030594856,0.00092103
5/28/1996,0.016277294,0.002583605,0.03965365,0.001139424
5/29/1996,0.012025598,0.001924204,0.033989824,0.000826855
5/30/1996,0.015559461,0.002451069,0.040608472,0.001124265
5/31/1996,0.013147339,0.002174275,0.036680984,0.000931041
6/1/1996,0.009598756,0.001639808,0.028143414,0.000753928
6/2/1996,0.008002183,0.001413161,0.025161088,0.000897246
6/3/1996,0.021099749,0.003322297,0.050894287,0.001476704
6/4/1996,0.014803123,0.002314254,0.035205654,0.001434405
6/5/1996,0.012607208,0.00209555,0.036566689,0.001030417
6/6/1996,0.014484281,0.002373613,0.040433553,0.000983995
6/7/1996,0.01114034,0.002074179,0.03508758,0.000852445
6/8/1996,0.008328525,0.001460774,0.023839774,0.000799118
6/9/1996,0.007165519,0.001225338,0.023677674,0.000774487
6/10/1996,0.016408221,0.002850053,0.042581785,0.00115451
6/11/1996,0.013972582,0.002332711,0.038808054,0.001155699
6/12/1996,0.012072381,0.002025391,0.034721661,0.000934477
6/13/1996,0.012480127,0.002078024,0.03418722,0.001140514
6/14/1996,0.011688713,0.002033763,0.034893492,0.000912717
6/15/1996,0.00937221,0.001657305,0.027252466,0.000837886
6/16/1996,0.007610536,0.001344347,0.024838441,0.000905143
6/17/1996,0.015118121,0.002517244,0.04001197,0.001065686
6/18/1996,0.011947707,0.002072595,0.036008457,0.000939262
6/19/1996,0.014241913,0.00240767,0.041523509,0.001068794
6/20/1996,0.014297995,0.002394232,0.038608383,0.001021341
6/21/1996,0.012695975,0.002043969,0.033970781,0.000925842
6/22/1996,0.009242834,0.001594763,0.02694401,0.000830373
6/23/1996,0.007280796,0.001318669,0.024278488,0.000812794
6/24/1996,0.016746787,0.002951782,0.042200979,0.001446999
6/25/1996,0.014803476,0.002488139,0.040865789,0.001030356
6/26/1996,0.011378327,0.00150434,0.029048492,0.000847202
6/27/1996,0.015226253,0.00218081,0.03928428,0.000936182
6/28/1996,0.013150725,0.002279242,0.039294673,0.001126187
6/29/1996,0.009333243,0.001548338,0.026116093,0.000825198
6/30/1996,0.007374771,0.00127859,0.024603023,0.000811906
7/1/1996,0.017961346,0.002944376,0.043745831,0.001141655
7/2/1996,0.014430362,0.002361611,0.039328256,0.001326335
7/3/1996,0.014949849,0.002539498,0.042200274,0.001141411
7/4/1996,0.014406197,0.002250185,0.038034902,0.001063097
7/5/1996,0.015693677,0.002503533,0.044682772,0.000976602
7/6/1996,0.009279306,0.001695516,0.028118052,0.000865366
7/7/1996,0.008751114,0.001457337,0.027199826,0.000938464
7/8/1996,0.016526376,0.002705483,0.042911846,0.001240018
7/9/1996,0.014970312,0.002523313,0.040893086,0.001034482
7/10/1996,0.013262716,0.00225275,0.037471307,0.001037919
7/11/1996,0.014376921,0.002369893,0.040232822,0.000904302
7/12/1996,0.014341287,0.002278789,0.039877567,0.000917464
7/13/1996,0.008175826,0.001539763,0.025559756,0.000812198
7/14/1996,0.00753883,0.001162543,0.02330068,0.000696638
7/15/1996,0.015865083,0.002711456,0.042099713,0.001174567
7/16/1996,0.013503007,0.002167162,0.036130631,0.001036348
7/17/1996,0.012990804,0.00211851,0.037392822,0.000964517
7/18/1996,0.011529278,0.001854526,0.030997618,0.000993092
7/19/1996,0.011511657,0.001910888,0.032865913,0.001014602
7/20/1996,0.004522335,0.001053439,0.015035807,0.0005314
7/21/1996,0.006740368,0.001141955,0.021828419,0.000695138
7/22/1996,0.012041819,0.001799116,0.032500669,0.001029179
7/23/1996,0.011281871,0.00178779,0.030912238,0.001085653
7/24/1996,0.010956934,0.001769251,0.031087104,0.000914577
7/25/1996,0.011052927,0.001740528,0.030177847,0.001219913
7/26/1996,0.009881447,0.001591004,0.027886699,0.00094845
7/27/1996,0.005061994,0.00113663,0.016668962,0.000608835
7/28/1996,0.006121442,0.000984327,0.020403733,0.000679863
7/29/1996,0.013722505,0.001934149,0.033666057,0.001267032
7/30/1996,0.012728909,0.001950566,0.033283438,0.001115668
7/31/1996,0.0115291,0.001562215,0.030761777,0.000960529
8/1/1996,0.01035232,0.001609814,0.027351699,0.000964418
8/2/1996,0.010943986,0.001496296,0.027664649,0.00086812
8/3/1996,0.00735197,0.001280107,0.02081991,0.000746967
8/4/1996,0.006512027,0.001126931,0.021151198,0.000672644
8/5/1996,0.012314073,0.001884642,0.034071566,0.001001673
8/6/1996,0.015736995,0.002394817,0.042249095,0.001163713
8/7/1996,0.016042222,0.002635509,0.044322897,0.001052007
8/8/1996,0.014175409,0.002556211,0.039705566,0.001150694
8/9/1996,0.014292503,0.002436932,0.039356896,0.001059126
8/10/1996,0.006921032,0.001471645,0.02059007,0.000811433
8/11/1996,0.007790563,0.001406646,0.02556176,0.000885001
8/12/1996,0.013149179,0.002308159,0.039969436,0.001124804
8/13/1996,0.010117784,0.001778034,0.034993053,0.000926333
8/14/1996,0.013579674,0.001923731,0.035821378,0.001156769
8/15/1996,0.012301802,0.001903838,0.034874265,0.001087675
8/16/1996,0.01150418,0.001651066,0.033443937,0.000863514
8/17/1996,0.007966866,0.001552257,0.024443848,0.000814127
8/18/1996,0.008659671,0.00152875,0.027152312,0.000879028
8/19/1996,0.01609217,0.002844142,0.043273864,0.00133997
8/20/1996,0.016139652,0.00260787,0.041780258,0.001206968
8/21/1996,0.016595868,0.002507403,0.041017004,0.00110959
8/22/1996,0.017329529,0.002660404,0.044514901,0.001172651
8/23/1996,0.012509817,0.002275218,0.037090148,0.00097573
8/24/1996,0.009700177,0.00169595,0.028799826,0.000810656
8/25/1996,0.008091263,0.001388614,0.025995271,0.000882539
8/26/1996,0.015373373,0.002433045,0.0422168,0.001156305
8/27/1996,0.012081317,0.002049701,0.036598656,0.00114863
8/28/1996,0.012609019,0.001958161,0.038126272,0.000906261
8/29/1996,0.01320171,0.002027986,0.037306158,0.000945434
8/30/1996,0.012607868,0.00202692,0.0352721,0.001088201
8/31/1996,0.007718704,0.001513704,0.023573994,0.000827131
9/1/1996,0.008037741,0.001366532,0.025572022,0.000825203
9/2/1996,0.010219816,0.001680106,0.03011128,0.000903403
9/3/1996,0.0187467,0.003157303,0.050160736,0.001352752
9/4/1996,0.016810912,0.002395454,0.041401471,0.001058618
9/5/1996,0.016010855,0.002589198,0.041483142,0.000936089
9/6/1996,0.014804474,0.002352699,0.039386998,0.001044505
9/7/1996,0.007401441,0.001360695,0.023707937,0.000724866
9/8/1996,0.008145051,0.00138316,0.026061963,0.000880962
9/9/1996,0.017662175,0.002895725,0.046127277,0.00125569
9/10/1996,0.006579459,0.001141274,0.022756516,0.000715056
9/11/1996,0.012593489,0.002269151,0.037600431,0.001032077
9/12/1996,0.015340212,0.002244862,0.040358734,0.00088725
9/13/1996,0.013830581,0.002112951,0.035927825,0.001097056
9/14/1996,0.008817487,0.001518626,0.026093093,0.00070333
9/15/1996,0.008292068,0.00148512,0.026230989,0.00084435
9/16/1996,0.019830455,0.0028675,0.045445221,0.001165853
9/17/1996,0.01378515,0.00206603,0.035649157,0.001206171
9/18/1996,0.014906929,0.00231173,0.041847323,0.000955622
9/19/1996,0.014313108,0.00226113,0.039179631,0.00099063
9/20/1996,0.013447213,0.002156133,0.035909547,0.001113435
9/21/1996,0.008590353,0.00154716,0.026851699,0.000796501
9/22/1996,0.008098278,0.001427119,0.025448559,0.000812939
9/23/1996,0.017416241,0.002931563,0.045836745,0.001522167
9/24/1996,0.015257028,0.002409289,0.039524786,0.001181553
9/25/1996,0.013639148,0.002270649,0.036444972,0.00092206
9/26/1996,0.015603543,0.00236591,0.038100648,0.001051076
9/27/1996,0.012321171,0.001950412,0.033756927,0.000874301
9/28/1996,0.009344862,0.001591613,0.02741986,0.000749362
9/29/1996,0.007937599,0.001307121,0.02492195,0.000800035
9/30/1996,0.015980529,0.002555086,0.040359889,0.001159559
10/1/1996,0.013934266,0.002187495,0.036770241,0.00097677
10/2/1996,0.013400342,0.002219749,0.03888996,0.000903067
10/3/1996,0.014645448,0.002370074,0.040754741,0.001168085
10/4/1996,0.012825789,0.002124045,0.035347663,0.001135096
10/5/1996,0.007859868,0.001474168,0.024939058,0.000741541
10/6/1996,0.008496166,0.001515485,0.026881778,0.000907549
10/7/1996,0.01689764,0.002507757,0.04316912,0.001004724
10/8/1996,0.013199832,0.001902221,0.03478002,0.00105111
10/9/1996,0.013406423,0.002085489,0.036946142,0.001001213
10/10/1996,0.01177479,0.002135612,0.035113465,0.001081889
10/11/1996,0.014622655,0.002380439,0.039576353,0.001285607
10/12/1996,0.008693234,0.001579537,0.023965185,0.000830383
10/13/1996,0.00673431,0.00122837,0.023669222,0.000708164
10/14/1996,0.014841635,0.002226408,0.03704122,0.001018247
10/15/1996,0.017115912,0.00232656,0.040230968,0.001262611
10/16/1996,0.01458942,0.002395549,0.039881274,0.000958997
10/17/1996,0.013285249,0.002176062,0.037391638,0.000963785
10/18/1996,0.011447931,0.001938716,0.033709589,0.000835661
10/19/1996,0.005199966,0.001305413,0.01624334,0.00065058
10/20/1996,0.007531818,0.00129529,0.023481268,0.00077061
10/21/1996,0.019088558,0.00288982,0.045125273,0.001250137
10/22/1996,0.011442296,0.001871512,0.032777503,0.000986689
10/23/1996,0.011106584,0.001925138,0.033223706,0.00085689
10/24/1996,0.013357779,0.00212848,0.035745587,0.00099065
10/25/1996,0.013069059,0.001988481,0.036159267,0.000788303
10/26/1996,0.007654009,0.001463491,0.02320065,0.000658168
10/27/1996,0.008629052,0.00140086,0.025616738,0.000893548
10/28/1996,0.016020962,0.002472341,0.041843134,0.000897547
10/29/1996,0.015327891,0.002315366,0.039491426,0.001041149
10/30/1996,0.013386903,0.002287578,0.03832125,0.001201533
10/31/1996,0.015021002,0.002472171,0.040051863,0.001187837
11/1/1996,0.014768904,0.002309861,0.037680473,0.001119838
11/2/1996,0.009415397,0.001588737,0.027308585,0.000820285
11/3/1996,0.007934785,0.001257283,0.024787208,0.000754802
11/4/1996,0.015725553,0.002555294,0.041552197,0.001121791
11/5/1996,0.01386462,0.002138798,0.036384232,0.001043741
11/6/1996,0.011383217,0.001815738,0.033445941,0.000924015
11/7/1996,0.008937124,0.001573065,0.026476041,0.001047003
11/8/1996,0.013459685,0.002135559,0.037451062,0.001111229
11/9/1996,0.009603344,0.001765413,0.028455009,0.000966812
11/10/1996,0.007540715,0.001308065,0.024103143,0.000776092
11/11/1996,0.020979513,0.003157422,0.050844545,0.001554394
11/12/1996,0.01554434,0.002696731,0.041164613,0.001411135
11/13/1996,0.014742106,0.002341936,0.040428179,0.001086259
11/14/1996,0.012682737,0.002138456,0.03656942,0.000895404
11/15/1996,0.013162615,0.002194467,0.036293063,0.000903461
11/16/1996,0.009675033,0.00159882,0.029431982,0.000800923
11/17/1996,0.010020099,0.001541924,0.028817236,0.000938191
11/18/1996,0.017663287,0.002906015,0.046353832,0.001045028
11/19/1996,0.012998959,0.00207986,0.034089824,0.001123295
11/20/1996,0.011872206,0.002130953,0.035640799,0.000818632
11/21/1996,0.013129175,0.002418234,0.038272312,0.001032201
11/22/1996,0.012022026,0.002121953,0.034936827,0.001016241
11/23/1996,0.00788216,0.001278804,0.022857873,0.000714409
11/24/1996,0.006810533,0.00129935,0.024231605,0.000798022
11/25/1996,0.015110564,0.002558371,0.04093007,0.000846775
11/26/1996,0.012278375,0.002062169,0.034629975,0.001143351
11/27/1996,0.012826335,0.002166228,0.035274896,0.001028758
11/28/1996,0.011155072,0.00226323,0.028714892,0.001211963
11/29/1996,0.013661159,0.00217762,0.039239603,0.000943379
11/30/1996,0.006795767,0.001405859,0.022182958,0.000738131
12/1/1996,0.007170494,0.001230235,0.023255046,0.000643526
12/2/1996,0.01669695,0.002664138,0.043066271,0.001111074
12/3/1996,0.012790952,0.002118701,0.034853451,0.001241586
12/4/1996,0.013371961,0.002297099,0.037348646,0.001050963
12/5/1996,0.011839758,0.001888018,0.03373956,0.000953862
12/6/1996,0.010183142,0.001824358,0.030047915,0.000753301
12/7/1996,0.007604341,0.001376935,0.023948146,0.000758234
12/8/1996,0.007242367,0.001306647,0.023808781,0.000781384
12/9/1996,0.019038945,0.002821415,0.045626269,0.001329775
12/10/1996,0.011202796,0.00195684,0.032332248,0.001048852
12/11/1996,0.013042301,0.002287198,0.035966688,0.001121365
12/12/1996,0.011620223,0.001958576,0.035414398,0.000860123
12/13/1996,0.013893725,0.002321064,0.038044202,0.001105725
12/14/1996,0.006601181,0.001311897,0.019888017,0.000673802
12/15/1996,0.006576637,0.001154826,0.023097419,0.000663398
12/16/1996,0.014055076,0.002497026,0.041384725,0.001121341
12/17/1996,0.011905602,0.001937697,0.033870965,0.000973618
12/18/1996,0.011559554,0.002009021,0.033823508,0.000922779
12/19/1996,0.012045416,0.002006865,0.035434733,0.000829895
12/20/1996,0.011782306,0.001956351,0.035698441,0.000685029
12/21/1996,0.006937836,0.001208837,0.021462425,0.000676198
12/22/1996,0.007994929,0.00145063,0.026153519,0.000795929
12/23/1996,0.014828242,0.002441634,0.039550802,0.00100824
12/24/1996,0.014250535,0.002333545,0.040538538,0.000978152
12/25/1996,0.013168123,0.002146123,0.037541999,0.001189196
12/26/1996,0.015066873,0.002625337,0.041938661,0.001057407
12/27/1996,0.013069923,0.0022306,0.036260752,0.001220495
12/28/1996,0.008550047,0.001564661,0.025762414,0.000913882
12/29/1996,0.008301267,0.001501472,0.026834044,0.000981975
12/30/1996,0.017831322,0.003026322,0.043624663,0.001270984
12/31/1996,0.016679201,0.002659085,0.043896939,0.001268676
1/1/1997,0.006597499,0.001267916,0.02189077,0.000715394
1/2/1997,0.018410031,0.003041606,0.045503206,0.0014671
1/3/1997,0.013420718,0.002154343,0.036126368,0.001101627
1/4/1997,0.008519096,0.001481024,0.025896253,0.000820731
1/5/1997,0.009953188,0.001779293,0.03111644,0.000951935
1/6/1997,0.015705456,0.002744207,0.041374086,0.001081828
1/7/1997,0.013601766,0.002313977,0.037915345,0.001174184
1/8/1997,0.012512251,0.002065232,0.037202649,0.000839096
1/9/1997,0.01499825,0.002648875,0.04265034,0.001018723
1/10/1997,0.011835887,0.001877731,0.034275541,0.000976745
1/11/1997,0.007022543,0.001365264,0.023017442,0.000701679
1/12/1997,0.009298912,0.001609274,0.0296163,0.000869865
1/13/1997,0.015338786,0.002613963,0.041131329,0.001032725
1/14/1997,0.015086137,0.002323603,0.03999473,0.001037342
1/15/1997,0.013438846,0.002147936,0.038863742,0.000908805
1/16/1997,0.011348665,0.001852972,0.033832919,0.00092797
1/17/1997,0.011661124,0.001882657,0.035057139,0.000888867
1/18/1997,0.006945915,0.001194319,0.022517987,0.000646721
1/19/1997,0.008513187,0.001410478,0.027901492,0.000818505
1/20/1997,0.010056578,0.00163299,0.030745539,0.000818847
1/21/1997,0.012642158,0.002018714,0.038113108,0.001069784
1/22/1997,0.012262087,0.002050728,0.036767694,0.000842181
1/23/1997,0.013480316,0.002254286,0.038607287,0.001020603
1/24/1997,0.011838096,0.002007273,0.034468591,0.0009495
1/25/1997,0.007057423,0.001363553,0.021905242,0.000726473
1/26/1997,0.00998186,0.00165969,0.030572771,0.000936995
1/27/1997,0.01456771,0.002551712,0.041404419,0.001031896
1/28/1997,0.012992701,0.002143803,0.037503324,0.001095351
1/29/1997,0.012940314,0.002181379,0.037219544,0.000971472
1/30/1997,0.012295346,0.001999765,0.036421223,0.000817003
1/31/1997,0.012369169,0.001975756,0.035570309,0.000811442
2/1/1997,0.005884544,0.001251029,0.019659687,0.000693328
2/2/1997,0.009493679,0.001596239,0.029213093,0.000919603
2/3/1997,0.017361795,0.002885129,0.044995249,0.001349834
2/4/1997,0.013777384,0.002235247,0.036961877,0.001169223
2/5/1997,0.009416341,0.001525216,0.028120833,0.000771576
2/6/1997,0.012079312,0.001987575,0.036847399,0.000812973
2/7/1997,0.011658933,0.002052414,0.036199568,0.000963907
2/8/1997,0.007016751,0.001398692,0.022734196,0.000733259
2/9/1997,0.008440805,0.001552881,0.027845354,0.000855432
2/10/1997,0.016502054,0.00260752,0.041140578,0.00130791
2/11/1997,0.012808095,0.00210088,0.036416224,0.001062883
2/12/1997,0.01148,0.0018329,0.034578795,0.000795325
2/13/1997,0.011562092,0.001983819,0.03364379,0.000993246
2/14/1997,0.013032795,0.002051801,0.034942157,0.00100436
2/15/1997,0.007456355,0.001392601,0.0237802,0.000720228
2/16/1997,0.009111239,0.001538067,0.028147577,0.000823786
2/17/1997,0.00945798,0.001546474,0.027391178,0.000830495
2/18/1997,0.015122725,0.002328507,0.038676507,0.001350886
2/19/1997,0.011416346,0.002067389,0.037612505,0.000905554
2/20/1997,0.013812393,0.002557296,0.041941534,0.00101419
2/21/1997,0.012229951,0.001989609,0.035495136,0.000758542
2/22/1997,0.006935341,0.001375563,0.023653776,0.000669512
2/23/1997,0.010246075,0.001731542,0.031286568,0.000938696
2/24/1997,0.017491781,0.002483839,0.043740829,0.001249881
2/25/1997,0.011827411,0.002034169,0.035270515,0.000978291
2/26/1997,0.011744025,0.001865724,0.032959267,0.000818795
2/27/1997,0.011367573,0.001931675,0.033335417,0.001032911
2/28/1997,0.012306863,0.001999575,0.033672286,0.000914456
3/1/1997,0.007313808,0.001325047,0.022256665,0.000737534
3/2/1997,0.009980814,0.001661785,0.029541675,0.000969297
3/3/1997,0.014753747,0.002378811,0.03783319,0.001105717
3/4/1997,0.012433718,0.001878277,0.033239234,0.000981859
3/5/1997,0.012633863,0.00205229,0.036567029,0.000941873
3/6/1997,0.011227464,0.001981099,0.033587662,0.000834811
3/7/1997,0.008656196,0.001433668,0.028209256,0.000613906
3/8/1997,0.007605843,0.001420898,0.024036063,0.000725607
3/9/1997,0.008509278,0.001685817,0.028780903,0.000920089
3/10/1997,0.01793609,0.003057521,0.045432027,0.001224585
3/11/1997,0.011959609,0.001978255,0.032277722,0.001033025
3/12/1997,0.015428874,0.002281771,0.038054236,0.001126572
3/13/1997,0.012905939,0.002121761,0.036970315,0.000788765
3/14/1997,0.013206081,0.002004406,0.03512534,0.000952221
3/15/1997,0.007071049,0.001256053,0.021976907,0.000702138
3/16/1997,0.009672534,0.001589655,0.028390645,0.000860849
3/17/1997,0.014624342,0.002432282,0.039506172,0.000973339
3/18/1997,0.013467475,0.002232415,0.036110554,0.001133443
3/19/1997,0.014749228,0.002226574,0.04067122,0.000859477
3/20/1997,0.012655326,0.002169657,0.036130419,0.001012624
3/21/1997,0.011580792,0.001950558,0.033447362,0.000872017
3/22/1997,0.007007009,0.001287248,0.021963756,0.000661847
3/23/1997,0.009996963,0.001596812,0.029449767,0.000897554
